pat,n,tau,m_fmi,m_jmi,m_emi,mse_fmi,mse_jmi,mse_emi
2,128,0.3,0.12724961006338995,0.20730589350635806,0.15032324734395217,0.00396107109786915,0.013352870933844591,0.004488241123658536
2,128,0.4,0.224237731034696,0.33069586167392245,0.25942523539791845,0.005774254227802064,0.018849130598991015,0.005778779641049232
2,128,0.5,0.35403139088918206,0.49666223129746323,0.41455167461165726,0.007461783622723479,0.028907004382523964,0.008379561072277431
2,128,0.6,0.5382287638715909,0.701822587095365,0.6075201356203664,0.011106845901291601,0.037200829970765716,0.012534547992409198
2,128,0.7,0.8002724496688567,0.9697581993456821,0.8646588329953546,0.012931064173959459,0.0421577215976691,0.013131198667266785
2,128,0.8,1.197002668945509,1.402575860729361,1.2636358741156037,0.015196531737347111,0.06453521615434271,0.015321909338388512
2,128,0.9,1.8478372212692153,2.1704499791583913,1.9090910294315913,0.014223806356342482,0.10907296854026956,0.01973767442550594
2,256,0,0.00256661675782116,0.01508098034681775,-0.013651264846038418,1.0902099715499367e-5,8.825071825831533e-4,3.6487068427495527e-4
2,256,0.1,0.01589694842409061,0.03624343018747955,0.001843388560134611,5.115809619201055e-4,0.0013204122203727723,6.174014870223693e-4
2,256,0.2,0.09522272768343011,0.09817832183463361,0.050398425470209667,0.001040701965689812,0.0034395738978504706,0.004773803362271863
2,256,0.3,0.2028477086043671,0.18073237337231568,0.1255960573553906,0.001792553950156818,0.00492807791790734,0.006364001978458521
2,256,0.4,0.3021753639038624,0.30843324191234156,0.24283858146818071,0.0023573681886264,0.009692111569748576,0.006538137530734086
2,256,0.5,0.4313237263720897,0.4532644712299332,0.39142577993416494,0.0037659720313658225,0.011836563974991544,0.0062570062011394955
2,256,0.6,0.6006698391603336,0.6555457767270532,0.5918984325994605,0.004673705071486618,0.014491856341612598,0.0062332548668171724
2,256,0.7,0.8771396968766095,0.9562233326069219,0.8722206067219791,0.007504831249718817,0.02821274338395105,0.009612792701998938
2,256,0.8,1.2603146083808339,1.3508121962351372,1.2489898995199327,0.007416518397853593,0.03589082857811548,0.010134647053764234
2,256,0.9,1.9336732879309784,2.137444269139777,1.9179120915901369,0.006478954560580769,0.06926313168364567,0.010141750379213312
3,64,0,0.008223614319480313,0.0502728730634179,0.038005069959704145,1.3714506653927328e-4,0.009624044039592505,0.002857698418520607
3,64,0.1,0.013225133555736072,0.08515439811099026,0.05676965372357106,2.549489406182653e-4,0.015822373977074616,0.004281522427711135
3,64,0.2,0.03252442797141217,0.1488953571887501,0.09856491080726926,0.002674028119234744,0.025189611729152787,0.005321453677780396
3,64,0.3,0.08318582200393665,0.2622062042729664,0.190618536402067,0.00910888564652771,0.03202740971207055,0.00930907963854115
3,64,0.4,0.1785298933961047,0.4134919797040659,0.3154123064295167,0.012670839801007873,0.04739233354398186,0.018591573526313684
3,64,0.5,0.32884306755829984,0.587025264836541,0.46826940834199704,0.017326184800554964,0.058690931504652495,0.02729808428024177
3,64,0.6,0.5159145709305998,0.7990756078266013,0.6598522446426982,0.01855041535806563,0.06373952800657123,0.033944705951766754
3,64,0.7,0.8107258921640976,1.1055207044995035,0.9312976802922737,0.02096718720988467,0.08197671345955646,0.03428045940990679
3,64,0.8,1.1892515479266765,1.5210130580101728,1.2825723153149924,0.02440331275431916,0.09763479368594472,0.04271369908174823
3,64,0.9,1.8628842581266036,2.29089686019138,1.9200095547785536,0.035542469254313716,0.13806049418370941,0.051340392399288864
3,128,0,0.004001654754150546,0.027534325492770306,0.003932727757418943,2.6413155580174767e-5,0.003433656209227341,5.405503176147291e-4
3,128,0.1,0.011118019103109474,0.050662460492172164,0.0181839168578657,1.9377165502983183e-4,0.0043702144446223145,7.20150629757869e-4
3,128,0.2,0.044314858833534775,0.11576003535733333,0.06761369238918193,0.0015958595901222723,0.006445526591131386,0.001970300638686232
3,128,0.3,0.139779885746046,0.2283006397392835,0.16172069186278107,0.004029486386893002,0.013825875704490776,0.005985915977838084
3,128,0.4,0.248765930989371,0.3714532395036875,0.27931884226546777,0.00496319990753146,0.020341204793985306,0.006654914649553862
3,128,0.5,0.3925643346967642,0.5384107058712996,0.44371166250220245,0.006153315537309976,0.024638572225935206,0.009004884066744745
3,128,0.6,0.5955877730196159,0.7588598152353309,0.6461823555894496,0.008629537651342034,0.030572395370149864,0.01451306646133862
3,128,0.7,0.8987994665915535,1.0610245560554392,0.9176971114658083,0.013574096065657345,0.046917829026230526,0.017733803938877295
3,128,0.8,1.2930242306396402,1.5009107216921629,1.2956069274657416,0.012615442497068226,0.06429359553183701,0.016092865857828372
3,128,0.9,1.974717813736402,2.230658903864352,1.93979550070135,0.0178938659853022,0.07177233162145474,0.018554024854695757
3,256,0,0.002690773904506186,0.014558702151298349,-0.014783850742461807,1.3486689518699503e-5,0.00095386542409620675,4.041318814744894e-4
3,256,0.1,0.01721874165016075,0.038392558020518074,0.002003113671591208,7.213747248039262e-4,0.0015789581182582067,7.613614104711026e-4
3,256,0.2,0.10477289144027759,0.10899974046041634,0.05720642392485297,0.001069142104502712,0.0036283874731904723,0.005084829569908146
3,256,0.3,0.22112909761286628,0.20985876883404206,0.1453618550249374,0.0020415443033603613,0.006435686356145266,0.006102698778200453
3,256,0.4,0.33978184469489353,0.34578280870035083,0.2703835551932883,0.0031574569430381093,0.010926349665940112,0.00752839234492889
3,256,0.5,0.4818697717388472,0.5227673145333712,0.43259222449539525,0.0032300541763261165,0.01504151421586569,0.005824406470131969
3,256,0.6,0.6729411547326946,0.7373836312106223,0.637890296486262,0.005011604584291519,0.01852339258322171,0.007380503226489415
3,256,0.7,0.9540628541455223,1.0291759970627306,0.9075340862406717,0.004537233449171264,0.023901650503702295,0.008335423054664313
3,256,0.8,1.3655664089981407,1.452785332606371,1.2984271730282022,0.006149320061779423,0.036428507146142555,0.010600425209089335
3,256,0.9,2.0491377678465774,2.172374966561544,1.944565184013072,0.00848807508805623,0.03152662587199998,0.00904348098600856
