pat,n,rho,m_fmi,m_jmi,m_emi,mse_fmi,mse_jmi,mse_emi
2,256,0.3,0.04875662833531217,0.16871807272067454,0.017548661296280296,0.0010180937179608196,0.027117217689062136,0.0014867764089499561
2,256,0.4,0.06148773089228895,0.2519301475526433,0.03504425223817472,0.001975350743871073,0.03935199987441294,0.003541297935049999
2,256,0.5,0.0909703919127774,0.34955702960518226,0.07408773702141452,0.004589374135670791,0.05650175622206268,0.006030358655454715
2,256,0.6,0.14627351675921493,0.49540001632742803,0.1355188750069792,0.008039714148755718,0.0898990653198896,0.009171094348115095
2,256,0.7,0.22465007326143158,0.6438715156367473,0.22703853486558676,0.014002436177624198,0.11202210390100632,0.014899252419621246
2,256,0.8,0.37962586639966944,0.8681592977754615,0.3901843921196565,0.017753280619468657,0.14425069741556704,0.02130375830868113
2,256,0.9,0.7115766964710467,1.2293530008738311,0.7010364428147349,0.020669138553742923,0.17830390964889914,0.022554647521771668
2,512,0,0.03716029681391332,0.022288390100282624,-0.019222212103204333,5.425577248600356e-4,0.0021270546761040935,0.0017946045289123052
2,512,0.1,0.03657989783892836,0.03824377999081316,-0.015762466702480285,6.008028475615862e-4,0.0035833871464633913,0.001475317469003284
2,512,0.2,0.036210787750351824,0.0821347019426047,-0.01033038674102258,6.569103001014945e-4,0.007670557399095961,0.0011488105452853233
2,512,0.3,0.04389350382334254,0.14894198871011424,0.0030505597292040166,5.126580569355405e-4,0.015393212723109567,0.002210939555972975
2,512,0.4,0.0607559559957639,0.2414653451141735,0.026298328412309946,0.0013516373712185456,0.030363855311479327,0.004079112944753653
2,512,0.5,0.09136589464531557,0.33692201897154167,0.0633271511303561,0.003432167056244693,0.044453110407445325,0.006956867382305607
2,512,0.6,0.14639783108007864,0.46924556108107324,0.12254400720152343,0.006963737386226162,0.06870641585592294,0.01080485435547
2,512,0.7,0.23241019423549997,0.6289348119783157,0.21451243266579956,0.012330890670283813,0.09490048771287525,0.015955416454147903
2,512,0.8,0.3728490255781631,0.8545964872852092,0.36578577259938,0.021001138117673977,0.12711407500124794,0.022383997687010417
2,512,0.9,0.6655802519116542,1.2069693298905038,0.6755198998215968,0.025802516976811664,0.1575759577178521,0.029579224174456666
3,128,0,0.04788139084299802,0.06937835472827042,0.006048583485143161,0.0010316309402776526,0.018251880315439093,0.0038886061790428914
3,128,0.1,0.05962800015586081,0.2321766004507202,0.04512727599884137,0.0025678480706614083,0.04586072793045681,0.002572427564174131
3,128,0.2,0.1490835109919977,0.5274657494159484,0.15912483727402113,0.008453458010693731,0.11759883187528548,0.010827138234404447
3,128,0.3,0.2620871825175297,0.7050462272458703,0.27194591018135544,0.012863305674408654,0.15246321677534633,0.01780265514687099
3,128,0.4,0.35850900189476903,0.8285752556931175,0.36488987255664357,0.016685162571868684,0.16325072121959147,0.02032431762959667
3,128,0.5,0.4345978579026308,0.9463620297320258,0.448188296153044,0.017451726465716227,0.18488398992129676,0.02280285985420308
3,128,0.6,0.5056374779681285,1.0157709302220195,0.5244158201089805,0.01810292648921877,0.1778824043012718,0.02396877831816812
3,128,0.7,0.565245280266446,1.0962823966595523,0.5907825681683754,0.01854974587881602,0.19059443274753565,0.02556036870652151
3,128,0.8,0.6204341690758177,1.1681771410557698,0.6500982081852256,0.018832669156525924,0.200965758929618,0.027106311968218395
3,128,0.9,0.6652942512176039,1.211121426866503,0.7032361089690784,0.02025125082908919,0.1939330736327196,0.030190842594940998
3,256,0,0.0395082741716095,0.04343571083094706,-0.007926272128103758,4.307596797663117e-4,0.00740209380710549,0.002260927432828727
3,256,0.1,0.05355213861523461,0.21869728307810965,0.026354345678508632,0.0014233625526636404,0.034345621681013565,0.002898226250552541
3,256,0.2,0.149462758241469,0.49777457480010906,0.14220470023414844,0.008596553527966356,0.0882248655061141,0.009279494264734952
3,256,0.3,0.25109140149339315,0.6780062813411517,0.253344299281908,0.013650347593155887,0.11691929707383794,0.014606253596335864
3,256,0.4,0.3337287821571178,0.807576484985516,0.34736086527337573,0.0170503652227208,0.13251153944473568,0.020989850034469022
3,256,0.5,0.4118508693321379,0.9291607126959321,0.4317507243453335,0.017812903467391047,0.1574672980289833,0.02417419112507637
3,256,0.6,0.48542485454736356,1.0054274356096369,0.4994759347749304,0.020799035547085204,0.15920834667451161,0.02752195016012592
3,256,0.7,0.5625229106287273,1.0845221870042465,0.5687276126418681,0.020191518202018175,0.1680358634135044,0.024805913130983438
3,256,0.8,0.6280867991414426,1.1567043323359498,0.6244642886701911,0.0206899682322123,0.1797183768936732,0.022706739313862103
3,256,0.9,0.682708063667368,1.2108974898819769,0.6783945248199966,0.020201692786158406,0.1804988321996988,0.022458018614630034
3,512,0,0.03791276242635867,0.02262983721696866,-0.01932428383076798,5.430607266184675e-4,0.0025143979605699025,0.0018669713122217617
3,512,0.1,0.0561128933668367,0.21313248833710016,0.017884030570283597,8.773035994026139e-4,0.026181676035012647,0.003383771196957955
3,512,0.2,0.1492987406913529,0.477162770032897,0.12752086599485252,0.007456276848752467,0.06926358295017548,0.01114695149838049
3,512,0.3,0.24852886227292287,0.6591484679517697,0.23499425203742527,0.01375087247305112,0.0978810626620089,0.01665007864423473
3,512,0.4,0.34130805383193624,0.7980288045150254,0.33034930403217805,0.017512703553039334,0.11953093616819462,0.019732274936863047
3,512,0.5,0.4149223187207918,0.8902932418756584,0.41137015199168264,0.02157034539168777,0.12179109556814464,0.022187940055534913
3,512,0.6,0.4862739491312543,0.9917280221690167,0.4818099999942063,0.02269706201759045,0.14336501332956425,0.023404603976368666
3,512,0.7,0.5442489025038348,1.0783364287170911,0.549333228631199,0.0232403678754224,0.15482913714346969,0.025074124941829624
3,512,0.8,0.6001497822077322,1.1317710130622967,0.6061177504708364,0.023711926163382625,0.15100945192525986,0.026096118512588463
3,512,0.9,0.6445528606892702,1.182099231646544,0.6530882923987305,0.025510276916480553,0.15412654404294052,0.028925119139031463
4,128,0,0.030184930047583994,0.06852574294268537,0.0014210273496538606,8.267885704088557e-4,0.01989965770621227,0.0017338394263393387
4,128,0.1,0.04319545870287683,0.1039081850250736,0.021483002225564336,0.0013068211742823992,0.026414581745025468,0.0024355940045890857
4,128,0.2,0.08463099520704007,0.1980580469300277,0.06656829005163165,0.002444660698132728,0.048180997021060865,0.0045549243425410755
4,128,0.3,0.15926639790141953,0.3484914191585474,0.14928885109569887,0.004185940732503684,0.0786908425223899,0.006251596898969786
4,128,0.4,0.2682404529097064,0.5573458777473651,0.2693337967654206,0.005819718128261079,0.131145780810938,0.007953249796714917
4,128,0.5,0.4577528497793657,0.8831908586497085,0.4649028957733395,0.008614265885084144,0.21885295464702503,0.011592964254839902
4,256,0,0.022157129498540717,0.033871528642542455,-0.014370268313557723,5.707143725029681e-4,0.0047054767481954215,8.970636186090751e-4
4,256,0.1,0.0369508024648253,0.07138542590196051,0.006570157199182167,5.274044964485917e-4,0.01098312259523089,0.0015013122401179757
4,256,0.2,0.07990395360464118,0.1721836443769829,0.04962962897375461,9.260916494193391e-4,0.024112629204819463,0.0025023347350457137
4,256,0.3,0.1557882643235976,0.31494878588778036,0.12662206866962059,0.0014892765546691146,0.04953651395245412,0.0035524143202319246
4,256,0.4,0.2757484854045557,0.5329029274641878,0.24453548337736422,0.0022281098647975663,0.10107309456108361,0.005074833163159736
4,256,0.5,0.46949844164241816,0.8585918157061888,0.4427251527120124,0.003088411327842543,0.18595892972427464,0.006287945470260369
4,512,0,0.017278721895345118,0.019878903610775624,-0.024331531314430596,4.922027927752588e-4,0.0018424550904486822,7.27806478951486e-4
4,512,0.1,0.03471291017075893,0.05406285753973596,-0.005294423811922743,5.357569428304697e-4,0.00417615348631141,9.490259757425981e-4
4,512,0.2,0.07789470660202533,0.15050290713960843,0.038058027214592685,5.590672966515241e-4,0.014267458454827117,0.001576988608130447
4,512,0.3,0.15843814905806897,0.29878779312577214,0.11183004177188859,7.676122799613103e-4,0.038380513104016696,0.002903333261715038
4,512,0.4,0.28191171381580127,0.5068156548879179,0.23198992559652154,0.0012010965054548143,0.08005302159726867,0.004102906817701732
4,512,0.5,0.4747312618464578,0.8365160372127161,0.41943770804274066,0.0023932991236836065,0.15996832825227078,0.0037098102201053077
5,128,0,0.02214244302502961,0.057527453126767485,-0.003102608025141959,8.942311020237532e-4,0.014021244600030474,9.431870310181566e-4
5,128,0.1,0.024987897009830586,0.0779161281778646,0.008114207214996134,8.909445734082371e-4,0.018120281084417125,0.0010628010833513089
5,128,0.2,0.04486971277311388,0.146688534242613,0.0400868066046606,0.001664253053463354,0.029817430972280647,0.0019842806641538115
5,128,0.3,0.0842475633396752,0.23751602991447054,0.08846326191276961,0.0026098073884444515,0.04696285994697005,0.0028695911471126384
5,128,0.4,0.1576525109313891,0.39068153234492453,0.17027943379710045,0.004498768890890876,0.08725137223316554,0.005055524007790144
5,128,0.5,0.2604682577715399,0.5546889674433086,0.2790674793928224,0.006359761094476715,0.12122681893905292,0.006921520635431294
5,256,0,0.013397919751353408,0.035517561704618755,-0.01935290727965401,3.4402946256161985e-4,0.005789662618619464,6.902411258552428e-4
5,256,0.1,0.01776692230837208,0.05324621471722458,-0.00650204596941582,3.7234625587160143e-4,0.007344472934566407,5.990731577017682e-4
5,256,0.2,0.037946913421426705,0.11283977600654665,0.02199182313209104,7.379150802618034e-4,0.012626812480272453,7.678073512283808e-4
5,256,0.3,0.0880652371862225,0.2086094814607787,0.07492687157226877,0.0010355422608665748,0.02587831250564865,0.0015609042560328426
5,256,0.4,0.16082021484522394,0.35073330157503063,0.15449100402382585,0.0019593027693941886,0.05526966221076378,0.002751610209301444
5,256,0.5,0.26334615072107326,0.5282856488637269,0.2630421311911841,0.0025983726574882846,0.09196563828317579,0.002972106161220776
5,512,0,0.009532876876490988,0.01928184681763307,-0.029264413077331564,1.740690138950921e-4,0.0018813874972720352,9.82138298509664e-4
5,512,0.1,0.013125954127094629,0.04072091953929089,-0.016666690599123596,1.5102559971468888e-4,0.0025544680836994318,7.685792082740588e-4
5,512,0.2,0.0389695320045713,0.10131914707311863,0.011639118340665083,4.417870461545844e-4,0.007930148429973125,7.357470403254328e-4
5,512,0.3,0.08420734618427779,0.18479401794352213,0.06006861148572321,7.507975902767601e-4,0.015718793064616703,7.898270021024713e-4
5,512,0.4,0.15440839746248278,0.31475172575021093,0.13413640820467895,8.655396855238082e-4,0.0347382981327422,0.0010966938558011165
5,512,0.5,0.26178437808339883,0.489117590627094,0.24370256116020456,0.001234202706590586,0.06603532543223055,0.0018457478296175403
