"","x"
"1",256
"2",0
"3",47
"4",0.564
"5",0.444
"6",0.552
"7",0.052
"8",0.2
"9",0.012
"10",0.504
"11",0.776
"12",0.512
"13",0.896
"14",0.776
"15",0.744
"16",0.576
"17",0.816
"18",0.708
