"","x"
"1",128
"2",0.3
"3",76
"4",0
"5",0.132
"6",0
"7",0.072
"8",0.164
"9",0.004
"10",0
"11",0
"12",0
"13",0
"14",0.008
"15",0
"16",0.324
"17",0.32
"18",0.216
