"","x"
"1",256
"2",0.1
"3",90
"4",0.016
"5",0.116
"6",0.08
"7",0.648
"8",0.544
"9",0.88
"10",0.052
"11",0.036
"12",0.6
"13",0.28
"14",0.224
"15",0.072
"16",0.972
"17",0.248
"18",0.38
