"","x"
"1",256
"2",0
"3",46
"4",0.208
"5",0.428
"6",0.16
"7",0.14
"8",0.88
"9",0.064
"10",0.352
"11",0.328
"12",0.804
"13",0.76
"14",0.892
"15",0.772
"16",0.084
"17",0.788
"18",0.564
