"","x"
"1",256
"2",0.3
"3",79
"4",0.004
"5",0.004
"6",0
"7",0.028
"8",0.004
"9",0.008
"10",0
"11",0
"12",0
"13",0
"14",0.024
"15",0
"16",0.004
"17",0.132
"18",0.004
