"","x"
"1",256
"2",0
"3",41
"4",0.14
"5",0.028
"6",0.096
"7",0.224
"8",0.044
"9",0.196
"10",0.612
"11",0.952
"12",0.528
"13",0.644
"14",0.196
"15",0.42
"16",0.592
"17",0.788
"18",0.376
