"","x"
"1",128
"2",0
"3",64
"4",0.284
"5",0.212
"6",0.332
"7",0.252
"8",0.916
"9",0.296
"10",0.384
"11",0.004
"12",0.388
"13",0.32
"14",0.504
"15",0.764
"16",0.38
"17",0.624
"18",0.472
