"","x"
"1",256
"2",0
"3",44
"4",0.2
"5",0.244
"6",0.136
"7",0.944
"8",0.228
"9",0.732
"10",0.116
"11",0.112
"12",0.112
"13",0.016
"14",0.504
"15",0
"16",0.436
"17",0.648
"18",0.88
