"","x"
"1",128
"2",0.3
"3",2
"4",0
"5",0
"6",0
"7",0.584
"8",0.36
"9",0.456
"10",0
"11",0.012
"12",0
"13",0
"14",0.008
"15",0
"16",0.02
"17",0.028
"18",0
