"","x"
"1",256
"2",0
"3",83
"4",0.16
"5",0.168
"6",0.2
"7",0.796
"8",0.228
"9",0.84
"10",0.116
"11",0.1
"12",0.12
"13",0.62
"14",0.848
"15",0.524
"16",0.704
"17",0.004
"18",0.276
