"","x"
"1",256
"2",0.2
"3",64
"4",0.008
"5",0.168
"6",0
"7",0.064
"8",0.2
"9",0.104
"10",0
"11",0
"12",0
"13",0.008
"14",0.044
"15",0
"16",0.536
"17",0.152
"18",0.28
