"","x"
"1",128
"2",0
"3",46
"4",0.496
"5",0.56
"6",0.652
"7",0.076
"8",0.144
"9",0.008
"10",0.268
"11",0.812
"12",0.536
"13",0.312
"14",0.896
"15",0.824
"16",0.176
"17",0.712
"18",0.768
