"","x"
"1",256
"2",0.3
"3",49
"4",0
"5",0
"6",0
"7",0.736
"8",0.34
"9",0.576
"10",0
"11",0
"12",0
"13",0
"14",0.004
"15",0
"16",0.08
"17",0.112
"18",0.016
