"","x"
"1",128
"2",0.5
"3",58
"4",0
"5",0.024
"6",0
"7",0.152
"8",0.188
"9",0.084
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
