"","x"
"1",256
"2",0
"3",84
"4",0.436
"5",0.46
"6",0.512
"7",0.932
"8",0.676
"9",0.624
"10",0.864
"11",0.968
"12",0.732
"13",0.172
"14",0.516
"15",0.184
"16",0.46
"17",0.596
"18",0.712
