"","x"
"1",128
"2",0.2
"3",9
"4",0.008
"5",0.092
"6",0
"7",0.512
"8",0.844
"9",0.552
"10",0
"11",0
"12",0
"13",0.56
"14",0.972
"15",0.264
"16",0.576
"17",0.136
"18",0.02
