"","x"
"1",128
"2",0
"3",10
"4",0.524
"5",0.008
"6",0.536
"7",0.196
"8",0.388
"9",0.1
"10",0.268
"11",0.332
"12",0.112
"13",0.492
"14",0.14
"15",0.86
"16",0.348
"17",0.888
"18",0.672
