"","x"
"1",128
"2",0.1
"3",16
"4",0.068
"5",0.264
"6",0.004
"7",0.924
"8",0.884
"9",0.3
"10",0.8
"11",0.172
"12",0.284
"13",0.036
"14",0.148
"15",0.488
"16",0.744
"17",0.316
"18",0.244
