"","x"
"1",128
"2",0
"3",56
"4",0.068
"5",0.02
"6",0.052
"7",0.1
"8",0.132
"9",0.036
"10",0.2
"11",0.992
"12",0.196
"13",0.36
"14",0.568
"15",0.784
"16",0.736
"17",0.088
"18",0.088
