"","x"
"1",128
"2",0.4
"3",92
"4",0
"5",0
"6",0
"7",0.908
"8",0.244
"9",0.132
"10",0
"11",0
"12",0
"13",0
"14",0.028
"15",0
"16",0
"17",0
"18",0
