"","x"
"1",128
"2",0
"3",38
"4",0.484
"5",0.32
"6",0.416
"7",0.976
"8",0.16
"9",0.36
"10",0.356
"11",0.844
"12",0.464
"13",0.2
"14",0.964
"15",0.18
"16",0.78
"17",0.396
"18",0.356
