"","x"
"1",256
"2",0
"3",8
"4",0.564
"5",0.712
"6",0.396
"7",0.96
"8",0.936
"9",0.696
"10",0.48
"11",0.672
"12",0.5
"13",0.308
"14",0.152
"15",0.432
"16",0.584
"17",0.684
"18",0.084
