"","x"
"1",256
"2",0.3
"3",73
"4",0.004
"5",0.028
"6",0
"7",0.08
"8",0.136
"9",0.096
"10",0
"11",0
"12",0
"13",0
"14",0.008
"15",0
"16",0.008
"17",0.12
"18",0
