"","x"
"1",256
"2",0.3
"3",52
"4",0
"5",0.032
"6",0
"7",0.932
"8",0.04
"9",0.272
"10",0
"11",0
"12",0
"13",0
"14",0.02
"15",0
"16",0
"17",0
"18",0
