"","x"
"1",256
"2",0
"3",95
"4",0.912
"5",0.636
"6",0.968
"7",0.952
"8",0.82
"9",0.62
"10",0.3
"11",0.268
"12",0.388
"13",0.196
"14",0.256
"15",0.548
"16",0.1
"17",0.2
"18",0.096
