"","x"
"1",128
"2",0.2
"3",58
"4",0.12
"5",0.004
"6",0.02
"7",0.312
"8",0.092
"9",0.36
"10",0
"11",0
"12",0
"13",0.012
"14",0.12
"15",0
"16",0.796
"17",0.332
"18",0.076
