"","x"
"1",256
"2",0.3
"3",37
"4",0.004
"5",0.008
"6",0
"7",0.128
"8",0.24
"9",0.668
"10",0
"11",0
"12",0
"13",0
"14",0.104
"15",0
"16",0.12
"17",0.104
"18",0.372
