"","x"
"1",128
"2",0.1
"3",12
"4",0.512
"5",0.116
"6",0.412
"7",0.976
"8",0.648
"9",0.928
"10",0.032
"11",0.048
"12",0.008
"13",0.028
"14",0.456
"15",0.14
"16",0.948
"17",0.036
"18",0.532
