"","x"
"1",128
"2",0.2
"3",75
"4",0.208
"5",0.012
"6",0.008
"7",0.512
"8",0.248
"9",0.152
"10",0.036
"11",0.016
"12",0.008
"13",0
"14",0.068
"15",0
"16",0.416
"17",0.248
"18",0.004
