"","x"
"1",256
"2",0
"3",73
"4",0.244
"5",0.74
"6",0.184
"7",0.876
"8",0.716
"9",0.784
"10",0.464
"11",0.24
"12",0.252
"13",0.944
"14",0.492
"15",0.396
"16",0.924
"17",0.584
"18",0.304
