"","x"
"1",128
"2",0
"3",17
"4",0.348
"5",0.76
"6",0.096
"7",0.692
"8",0.652
"9",0.712
"10",0.844
"11",0.112
"12",0.876
"13",0.816
"14",0.656
"15",0.84
"16",0.516
"17",0.144
"18",0.556
