"","x"
"1",128
"2",0
"3",50
"4",0.236
"5",0.16
"6",0.716
"7",0.364
"8",0.46
"9",0.708
"10",0.876
"11",0.344
"12",0.992
"13",0.616
"14",0.496
"15",0.264
"16",0.788
"17",0.56
"18",0.416
