"","x"
"1",256
"2",0.1
"3",37
"4",0.996
"5",0.032
"6",0.548
"7",0.516
"8",0.924
"9",0.364
"10",0.076
"11",0.028
"12",0
"13",0.288
"14",0.476
"15",0.356
"16",0.82
"17",0.476
"18",0.32
