"","x"
"1",128
"2",0
"3",79
"4",0.756
"5",0.016
"6",0.596
"7",0.62
"8",0.916
"9",0.984
"10",0.556
"11",0.56
"12",0.368
"13",0.532
"14",0.284
"15",0.144
"16",0.892
"17",0.968
"18",0.232
