"","x"
"1",256
"2",0
"3",74
"4",0.992
"5",0.98
"6",0.596
"7",0.852
"8",0.78
"9",0.716
"10",0.336
"11",0.376
"12",0.172
"13",0.544
"14",0.984
"15",0.144
"16",0.296
"17",0.528
"18",0.832
