"","x"
"1",256
"2",0
"3",9
"4",0.164
"5",0.648
"6",0.316
"7",0.936
"8",0.892
"9",0.976
"10",0.268
"11",0.264
"12",0.38
"13",0.512
"14",0.932
"15",0.832
"16",0.476
"17",0.66
"18",0.536
