"","x"
"1",128
"2",0.1
"3",82
"4",0.068
"5",0.52
"6",0.004
"7",0.892
"8",0.124
"9",0.472
"10",0.004
"11",0.108
"12",0.276
"13",0.248
"14",0.228
"15",0.116
"16",0.712
"17",0.144
"18",0.228
