"","x"
"1",256
"2",0
"3",70
"4",0.476
"5",0.308
"6",0.44
"7",0.056
"8",0.404
"9",0.62
"10",0.336
"11",0.944
"12",0.2
"13",0.712
"14",0.632
"15",0.804
"16",0.276
"17",0.384
"18",0.304
