"","x"
"1",128
"2",0
"3",44
"4",0.28
"5",0.228
"6",0.068
"7",0.028
"8",0.592
"9",0.444
"10",0.58
"11",0.884
"12",0.308
"13",0.332
"14",0.336
"15",0.756
"16",0.688
"17",0.14
"18",0.228
