"","x"
"1",256
"2",0
"3",43
"4",0.464
"5",0.936
"6",0.3
"7",0.648
"8",0.616
"9",0.632
"10",0.764
"11",0.196
"12",0.272
"13",0.492
"14",0.532
"15",0.98
"16",0.64
"17",0.144
"18",0.484
