"","x"
"1",128
"2",0.2
"3",81
"4",0
"5",0.132
"6",0.004
"7",0.12
"8",0.388
"9",0.264
"10",0
"11",0.032
"12",0
"13",0.036
"14",0.3
"15",0
"16",0.464
"17",0.008
"18",0.164
