"","x"
"1",256
"2",0
"3",28
"4",0.104
"5",0.392
"6",0.16
"7",0.74
"8",0.012
"9",0.524
"10",0.116
"11",0.212
"12",0.06
"13",0.076
"14",0.528
"15",0.12
"16",0.668
"17",0.96
"18",0.532
