"","x"
"1",128
"2",0
"3",28
"4",0.04
"5",0.716
"6",0.448
"7",0.612
"8",0.424
"9",0.756
"10",0.636
"11",0.972
"12",0.496
"13",0.268
"14",0.744
"15",0.312
"16",0.116
"17",0.652
"18",0.752
