"","x"
"1",256
"2",0.3
"3",14
"4",0
"5",0.036
"6",0
"7",0.248
"8",0.104
"9",0.008
"10",0
"11",0
"12",0
"13",0
"14",0.008
"15",0
"16",0.012
"17",0.204
"18",0.032
