"","x"
"1",128
"2",0.3
"3",67
"4",0.036
"5",0.108
"6",0
"7",0.188
"8",0.316
"9",0.44
"10",0
"11",0
"12",0
"13",0
"14",0.072
"15",0
"16",0.508
"17",0.088
"18",0.232
