"","x"
"1",128
"2",0
"3",20
"4",0.536
"5",0.084
"6",0.6
"7",0.144
"8",0.236
"9",0.132
"10",0.26
"11",0.996
"12",0.372
"13",0.328
"14",0.812
"15",0.336
"16",0.596
"17",0.768
"18",0.96
