"","x"
"1",256
"2",0
"3",62
"4",0.436
"5",0.032
"6",0.544
"7",0.436
"8",0.804
"9",0.444
"10",0.916
"11",0.244
"12",0.816
"13",0.348
"14",0.648
"15",0.608
"16",0.408
"17",0.764
"18",0.82
