"","x"
"1",128
"2",0
"3",70
"4",0.036
"5",0.22
"6",0.032
"7",0.476
"8",0.388
"9",0.088
"10",0.504
"11",0.924
"12",0.852
"13",0.776
"14",0.344
"15",0.88
"16",0.34
"17",0.264
"18",0.984
