"","x"
"1",256
"2",0.2
"3",92
"4",0.004
"5",0.036
"6",0
"7",0.06
"8",0.048
"9",0.016
"10",0
"11",0
"12",0
"13",0.008
"14",0.02
"15",0
"16",0.004
"17",0.108
"18",0
