"","x"
"1",128
"2",0.1
"3",85
"4",0.076
"5",0.588
"6",0.444
"7",0.088
"8",0.072
"9",0.064
"10",0.912
"11",0.004
"12",0.328
"13",0.836
"14",0.544
"15",0.656
"16",0.88
"17",0.616
"18",0.752
