"","x"
"1",256
"2",0
"3",49
"4",0.316
"5",0.696
"6",0.484
"7",0.36
"8",0.252
"9",0.436
"10",0.044
"11",0.352
"12",0.092
"13",0.016
"14",0.032
"15",0.508
"16",0.224
"17",0.66
"18",0.572
