"","x"
"1",128
"2",0.4
"3",68
"4",0
"5",0.028
"6",0
"7",0.648
"8",0.108
"9",0.128
"10",0
"11",0
"12",0
"13",0
"14",0.004
"15",0
"16",0
"17",0.092
"18",0
