"","x"
"1",128
"2",0
"3",22
"4",0.388
"5",0.088
"6",0.204
"7",0.64
"8",0.84
"9",0.22
"10",0.78
"11",0.384
"12",0.56
"13",0.696
"14",0.404
"15",0.904
"16",0.996
"17",0.788
"18",0.768
