"","x"
"1",256
"2",0.2
"3",28
"4",0.044
"5",0.212
"6",0.008
"7",0.252
"8",0.176
"9",0.264
"10",0
"11",0.004
"12",0
"13",0.06
"14",0.196
"15",0.152
"16",0.048
"17",0.144
"18",0
