"","x"
"1",256
"2",0
"3",59
"4",0.172
"5",0.968
"6",0.588
"7",0.324
"8",0.792
"9",0.452
"10",0.824
"11",0.988
"12",0.692
"13",0.812
"14",0.32
"15",0.02
"16",0.044
"17",0.216
"18",0.14
