"","x"
"1",128
"2",0
"3",77
"4",0.724
"5",0.248
"6",0.784
"7",0.096
"8",0.912
"9",0.548
"10",0.996
"11",0.6
"12",0.94
"13",0.444
"14",0.528
"15",0.64
"16",0.544
"17",0.376
"18",0.488
