"","x"
"1",128
"2",0.1
"3",8
"4",0.248
"5",0.336
"6",0.036
"7",0.064
"8",0.148
"9",0.112
"10",0.084
"11",0.008
"12",0.268
"13",0.24
"14",0.284
"15",0.116
"16",0.008
"17",0.008
"18",0
