"","x"
"1",256
"2",0.1
"3",98
"4",0.004
"5",0.02
"6",0
"7",0.068
"8",0.032
"9",0.724
"10",0.028
"11",0.084
"12",0.012
"13",0.12
"14",0.38
"15",0.052
"16",0.324
"17",0.316
"18",0.06
