"","x"
"1",128
"2",0.1
"3",35
"4",0.62
"5",0.124
"6",0.816
"7",0.836
"8",0.376
"9",0.272
"10",0.2
"11",0.04
"12",0.072
"13",0.428
"14",0.18
"15",0.164
"16",0.736
"17",0.396
"18",0.588
