"","x"
"1",256
"2",0
"3",22
"4",0.236
"5",0.968
"6",0.092
"7",0.26
"8",0.04
"9",0.1
"10",0.076
"11",0.488
"12",0.184
"13",0.96
"14",0.464
"15",0.072
"16",0.276
"17",0.888
"18",0.5
