"","x"
"1",128
"2",0
"3",87
"4",0.664
"5",0.692
"6",0.304
"7",0.608
"8",0.528
"9",0.508
"10",0.728
"11",0.416
"12",0.12
"13",0.656
"14",0.788
"15",0.7
"16",0.512
"17",0.264
"18",0.752
