"","x"
"1",128
"2",0
"3",98
"4",0.336
"5",0.232
"6",0.54
"7",0.852
"8",0.032
"9",0.976
"10",0.564
"11",0.456
"12",0.38
"13",0.74
"14",0.232
"15",0.604
"16",0.496
"17",0.632
"18",0.556
